payment_value,payment_installments,freight_value,product_weight_g,delivery_days,product_description_length,product_name_length,order_status_delivered,payment_type_credit_card,payment_type_debit_card,payment_type_unknown,payment_type_voucher,customer_state,seller_state,product_category_name_english,review_score,product_photos_qty,purchase_dayofweek,num_items
1.095159234286806,1.8851856905734958,0.2094660486156522,-0.2114304634251236,-0.6402768133196097,0.10478978061797647,-0.6986107771341291,1.0,1.0,0.0,0.0,0.0,25.0,21.0,65.0,4.0,1.0,3.0,2.0
-0.3285611417721106,-0.709198925587782,-0.6725854962107074,-0.4929213775662814,-0.32325350987943774,-0.45752000804655485,-0.1943157467579043,1.0,1.0,0.0,0.0,0.0,25.0,21.0,15.0,5.0,1.0,2.0,1.0
0.159704445036205,-0.709198925587782,1.0403437168961784,1.189353706471633,0.0994442280407915,1.6992846608037022,1.0159923261450352,1.0,1.0,0.0,0.0,0.0,4.0,7.0,15.0,5.0,1.0,5.0,1.0
0.29195935075284013,-0.709198925587782,0.9347394443879594,1.4828513420690488,-0.21757907539938043,2.1537542160257206,-1.6063418318113336,1.0,1.0,0.0,0.0,0.0,23.0,7.0,42.0,5.0,2.0,6.0,1.0
5.40537055746624,2.6264384380481465,5.186823368287182,2.06984661326388,0.6278164004410781,-0.35122034936750646,-0.09345674068265936,1.0,1.0,0.0,0.0,0.0,23.0,14.0,65.0,5.0,5.0,5.0,1.0
1.3965088523263813,-0.709198925587782,0.9882394062313303,-0.304816074751574,-0.745951247799667,-0.8380419746222788,0.8142743139945453,1.0,1.0,0.0,0.0,0.0,25.0,21.0,7.0,1.0,2.0,4.0,4.0
-0.46367113250073444,-0.33857255185045654,-0.5074334400855188,-0.3982016860780245,0.20511866252084882,-1.012126922893764,-1.4046238196608438,1.0,1.0,0.0,0.0,0.0,25.0,21.0,7.0,5.0,1.0,4.0,1.0
0.1819925280330196,0.03205382188686887,1.6888562978497363,1.6963041679580784,-0.745951247799667,0.6516938216478632,0.5116972957688104,1.0,1.0,0.0,0.0,0.0,18.0,21.0,69.0,5.0,9.0,1.0,1.0
-0.26436777876062406,0.03205382188686887,-0.4944073624193067,-0.07135204643544792,-0.42892794435949505,-0.9458822080647916,0.7134153079193003,1.0,1.0,0.0,0.0,0.0,25.0,21.0,47.0,5.0,1.0,0.0,1.0
2.0897879628987845,1.8851856905734958,0.1829486762237205,-0.17140805857093053,-0.5346023788395524,4.697243150505559,1.1168513322202802,1.0,1.0,0.0,0.0,0.0,25.0,18.0,63.0,4.0,4.0,0.0,1.0
-0.10337782389107093,-0.709198925587782,-0.2678466544391184,-0.32162548479033515,-0.42892794435949505,0.36052519135307837,-1.9089188500370686,1.0,1.0,0.0,0.0,0.0,10.0,21.0,69.0,5.0,1.0,2.0,1.0
